Date,Team,Acquired,Relinquished,Notes
2002-10-05,Thunder,,Innocent Kere,waived
2002-10-05,Thunder,,. Jameel Watkins,waived
2002-10-05,Thunder,,. Ron Rollerson,waived
2019-02-24,Thunder,,. Scotty Hopson,waived
2019-03-10,Thunder,. Deonte Burton,,re-signed to a multi-year contract
2019-03-25,Thunder,. Jawun Evans,,"claimed off waivers (from Suns), signed for the remainder of the season"
2019-05-11,Thunder,. Patrick Patterson,,"player exercised 1-year, $5.7M contract option through 2019-20"
2019-06-20,Thunder,. Brandon Clarke,,2019 NBA draft first round pick (#21 overall)
2019-06-27,Thunder,,. Nerlens Noel,"player declined contract option, making him an unrestricted free agent"
2019-06-30,Thunder,,. Jawun Evans,"team declined to tender qualifying offer, making player an unrestricted free agent"
2019-07-01,Thunder,,. Markieff Morris,player became an unrestricted free agent
2019-07-01,Thunder,,. Raymond Felton,player became an unrestricted free agent
2019-07-06,Thunder,. Luguentz Dort,,signed free agent to a two way contract
2019-07-06,Thunder,. Nerlens Noel,,"re-signed unrestricted free agent to a 1-year, $2M contract"
2019-07-06,Thunder,. rights to Darius Bazley. 2024 second round pick (?-?),. rights to Brandon Clarke,trade with Grizzles
2019-07-07,Thunder,. Darius Bazley,,"signed first round pick to a 2-year, $4.7M contract through 2020-21 with 1-year team options for 2021-22, 2022-23"
2019-07-08,Thunder,". draft pick(s) (first round pick protected top 10 in 2020-22, else 2023 second round pick, 2024 second round pick) (2020 #25-Immanuel Quickley). traded player exception",. Jerami Grant,trade with Nuggets
2019-07-10,Thunder,". Danilo Gallinari. Shai Gilgeous-Alexander. 2021 first round pick (?-?). 2022 first round pick (?-?). first round pick (protected top 14 in 2023-25, unprotected in 2026) (?-?). Thunder option to swap 2023 first round pick with Clippers (?-?). 2024 first round pick (?-?). Thunder option to swap 2025 first round pick with Clippers (?-?). 2026 first round pick (?-?)",. Paul George. Thunder option to swap 2023 first round picks with Clippers (?-?). Thunder option to swap 2025 first round picks with Clippers (?-?),trade with Clippers
2019-07-10,Thunder,. Mike Muscala,,"signed unrestricted free agent to a 2-year, $4.3M contract through 2020 (2020 is a player option)"
2019-07-16,Thunder,. Abdel Nader,,team guaranteed contract through 2019-20
2019-07-16,Thunder,". Chris Paul. Thunder option to swap 2021 first round picks (Thunder option of Heat, Thunder picks) with Rockets (Rockets pick protected top 4) (?-?). draft pick(s) (2024 first round pick protected top 4, else 2024 second round pick, 2025 second round pick) (?-?). Thunder option to swap 2025 first round picks with Rockets (Rockets pick protected top 10) (?-?). 2026 draft pick (first round protected top 4, else second round) (?-?)",". Russell Westbrook. Thunder option to swap 2021 first round picks (Thunder option of Heat, Thunder picks) with Rockets (Rockets pick protected top 4) (?-?). Thunder option to swap 2025 first round picks with Rockets (Rockets pick protected top 10) (?-?)",trade with Rockets
2019-07-23,Thunder,. Brian Keefe,,hired as assistant coach
2019-07-23,Thunder,. Dave Bliss,,hired as assistant coach
2019-07-23,Thunder,. David Akinyooye,,hired as assistant coach
2019-07-23,Thunder,. Mark Daigneault,,promoted to assistant coach
2019-07-23,Thunder,. Mike Wilks,,promoted to assistant coach
2019-07-25,Thunder,,. Donte Grantham,waived
2019-08-01,Thunder,,. Patrick Patterson,waived (agreed to contract buyout)
2019-08-02,Thunder,. Deonte Burton,,team guaranteed contract through 2019-20
2019-08-12,Thunder,. Justin Patton,,"signed free agent to a 2-year, $3.4M contract through 2020-21 with a 1-year team option for 2021-22"
2019-08-30,Thunder,. Eric Moreland,,signed unrestricted free agent
2019-09-04,Thunder,. Devon Hall,,signed free agent to a two way contract
2019-09-24,Thunder,. Markel Brown,,signed unrestricted free agent
2019-09-27,Thunder,,. Markel Brown,waived
2019-09-28,Thunder,. DeVaughn Akoon-Purcell,,signed free agent
2019-09-30,Thunder,. Abdul Gaddy,,signed free agent
2019-09-30,Thunder,. Myke Henry,,signed free agent
2019-10-17,Thunder,,. Abdul Gaddy,waived
2019-10-17,Thunder,,. DeVaughn Akoon-Purcell,waived
2019-10-17,Thunder,,. Eric Moreland,waived
2019-10-17,Thunder,,. Myke Henry,waived
2019-10-18,Thunder,. Shai Gilgeous-Alexander,,"team exercised 1-year, $4.1M contract option through 2020-21"
2019-10-18,Thunder,. Terrance Ferguson,,"team exercised 1-year, $3.9M contract option through 2020-21"
2019-10-19,Thunder,. Kadeem Jack,,signed free agent
2019-10-19,Thunder,. Sedrick Barefield,,signed free agent to an Exhibit 10 contract
2019-10-19,Thunder,. Vincent Edwards / Vince Edwards,,signed unrestricted free agent to a way contract
2019-10-19,Thunder,,. Kadeem Jack,waived
2019-10-19,Thunder,,. Sedrick Barefield,waived
2019-10-19,Thunder,,. Vincent Edwards / Vince Edwards,waived
2019-12-12,Thunder,,. Devon Hall,waived
2019-12-12,Thunder,. Kevin Hervey,,signed free agent to a two way contract
2020-01-24,Thunder,. Isaiah Roby,. Justin Patton. cash,trade with Mavericks
2020-06-24,Thunder,. Luguentz Dort,,re-signed to a 4-year $5.4M contract
2020-06-27,Thunder,. Devon Hall,,signed free agent to a 1-year two way substitute contract
2020-09-08,Thunder,,. Billy Donovan,fired as head coach (team declined to exercise contract option)
2020-11-02,Thunder,,. Devon Hall,signed with Brose Bamberg (Germany)
2020-11-11,Thunder,. Mark Daigneault,,promoted to head coach
2020-11-16,Thunder,. Abdel Nader,,team exercised contract option through 2021-22
2020-11-16,Thunder,". Ricky Rubio. Kelly Oubre Jr.. Ty Jerome. Jalen Lecque. first round pick (protected top 12 in 2022, top 10 in 2023, top 8 in 2024, unprotected in 2025) (?-?)",. Chris Paul. Abdel Nader,trade with Suns
2020-11-18,Thunder,,. Deonte Burton,team declined contract option for 2020-21
2020-11-18,Thunder,. Immanuel Quickley,,2020 NBA draft first round pick (#25 overall)
2020-11-18,Thunder,. Cassius Winston,,2020 NBA draft second round pick (#53 overall)
2020-11-19,Thunder,. Admiral Schofield. rights to Vit Krejci,. rights to Cassius Winston. 2024 second round pick (?-?),trade with Wizards
2020-11-19,Thunder,. Hamidou Diallo,,team exercised 1-year $1.7M contract option through 2020-21
2020-11-19,Thunder,. Josh Hall,,signed free agent to an Exhibit 10 contract
2020-11-19,Thunder,. Mike Muscala,,player exercised 1-year $2.3M contract option through 2020-21
2020-11-19,Thunder,. Omer Yurtseven,,signed free agent to an Exibit 10 contract
2020-11-19,Thunder,. Vincent Poirier. cash,. 2021 second round pick (protected top 55) (?-?),trade with Celtics
2020-11-19,Thunder,. Danny Green. rights to Jaden McDaniels. traded player exception,. Dennis Schroder,trade with Lakers
2020-11-20,Thunder,,. Andre Roberson,player became an unrestricted free agent
2020-11-20,Thunder,,. Danilo Gallinari,player became an unrestricted free agent
2020-11-20,Thunder,,. Deonte Burton,player became an unrestricted free agent
2020-11-20,Thunder,,. Kevin Hervey,player became an unrestricted free agent
2020-11-20,Thunder,,. Nerlens Noel,player became an unrestricted free agent
2020-11-20,Thunder,. James Johnson. rights to Aleksej Pokusevski. 2024 second round pick (from Timberwolves) (?-?). traded player exception,. Ricky Rubio. rights to Jaden McDaniels. rights to Immanuel Quickley,"3-team trade Knicks, Timberwolves"
2020-11-22,Thunder,". 2021 draft pick (first round protected top 20, else second round pick) (?-?). 2021 second round pick (?-?)",. Kelly Oubre Jr.,trade with Warriors
2020-11-23,Thunder,. Steven Adams,,re-signed to a 2-year $35M contract extension
2020-11-23,Thunder,". George Hill. Zylan Cheatham. Joshia Gray / Josh Gray. Darius Miller. Kenrich Williams. draft pick(s) (from Nuggets) (first round pick protected top 14 in 2023-25, else 2025 second round pick, 2026 second round pick) (?-?). 2023 second round pick (from Pelicans) (?-?). 2024 second round pick (from Pelicans) (?-?)",. Steven Adams,"4-team trade with Bucks, Nuggets, Pelicans"
2020-11-24,Thunder,. Danilo Gallinari,,re-signed unrestricted free agent to a 3-year $61.4M contract
2020-11-24,Thunder,. 2025 second round pick (protected top 55) (?-?),. Danilo Gallinari. cash considerations,trade with Hawks
2020-11-25,Thunder,. David Akinyooye,,hired as player development coach
2020-11-25,Thunder,. Mike Miller,,hired as assistant coach
2020-11-25,Thunder,. T.J. Leaf. 2027 second round pick (?-?),. Jalen Lecque,trade with Pacers
2020-11-25,Thunder,. Zach Perterson / Zach Peterson,,hired as player development coach
2020-11-26,Thunder,. Jaylen Hoard,,signed unrestricted free agent
2020-11-27,Thunder,". Trevor Ariza. Justin Jackson. 2023 second round pick (from Mavericks) (more favorable of Heat, Mavericks picks) (?-?). 2026 second round pick (from Mavericks) (?-?)",. James Johnson,"3-team trade with Mavericks, Pistons"
2020-12-01,Thunder,,. Joshia Gray / Josh Gray,waived
2020-12-01,Thunder,. Aleksej Pokusevski,,"signed first round pick to a 2-year $6.1M contract through 2021-22 with 1-year team options for 2022-23, 2023-24"
2020-12-02,Thunder,,. Zylan Cheatham,waived
2020-12-02,Thunder,. Antonius Cleveland,,signed unrestricted free agent to a 1-year contract
2020-12-02,Thunder,. Chasson Randle,,signed free agent
2020-12-03,Thunder,,. Antonius Cleveland,waived
2020-12-03,Thunder,,. Joshia Gray / Josh Gray,player became a free agent
2020-12-03,Thunder,. Melvin Frazier Jr.,,signed unrestricted free agent
2020-12-04,Thunder,,. Zylan Cheatham,player became a free agent
2020-12-04,Thunder,. Frank Jackson,,signed unrestricted free agent to a 1-year contract / 2-year $3.5M contract
2020-12-05,Thunder,,. Antonius Cleveland,player became a free agent
2020-12-05,Thunder,,. Melvin Frazier Jr.,waived
2020-12-06,Thunder,,. Jaylen Hoard,waived
2020-12-07,Thunder,,. Melvin Frazier Jr.,player became a free agent
2020-12-07,Thunder,. Omer Yurtseven,,signed free agent to a 1-year Exhibit 10 contract
2020-12-08,Thunder,,. Jaylen Hoard,player became a free agent
2020-12-08,Thunder,,. Omer Yurtseven,waived
2020-12-08,Thunder,". Al Horford. rights to Theo Maledon. rights to Vasilije Micic. draft pick (first round pick protected top 6 in 2025, top 4 in 2026-27, else 2027 second round) (?-?). cash",. Danny Green. Terrance Ferguson. Vincent Poirier,trade with 76ers
2020-12-08,Thunder,. Josh Hall,,signed free agent to a two way contract
2020-12-08,Thunder,. Moses Brown,,signed unrestricted free agent to a two way contract
2020-12-09,Thunder,. Theo Maledon,,signed second round pick to a 3-year $5.9M contract through 2022-23 with a 1-year team option for 2023-24
2020-12-10,Thunder,,. Omer Yurtseven,player became a free agent
2020-12-18,Thunder,,. Admiral Schofield,waived
2020-12-18,Thunder,,. T.J. Leaf,waived
2020-12-19,Thunder,. Chasson Randle,,signed free agent
2020-12-19,Thunder,,. Chasson Randle,waived
2020-12-21,Thunder,,. Admiral Schofield,player became a free agent
2020-12-21,Thunder,,. Chasson Randle,player became a free agent
2020-12-21,Thunder,,. Frank Jackson,waived
2020-12-21,Thunder,,. T.J. Leaf,player became a free agent
2020-12-23,Thunder,,. Frank Jackson,player became a free agent
2020-12-27,Thunder,. Darius Bazley,,team exercised $2.5M contract option through 2021-22
2020-12-27,Thunder,. Shai Gilgeous-Alexander,,team exercised $5.5M contract option through 2021-22
2020-12-27,Thunder,. Ty Jerome,,team exercised 1-year $2.4M contract option through 2021-22
2002-10-09,Thunder,,. Eric Chenowith,waived
2002-10-09,Thunder,,. Jonathan Kerner,waived
2002-10-09,Thunder,,. Sean Colson,waived
2002-10-23,Thunder,,Kei Madison,waived
2002-10-24,Thunder,,. Miles Simon,waived
2003-02-20,Thunder,. Elden Campbell,. Kenny Anderson,trade with Hornets
2003-02-20,Thunder,". Ray Allen. Kevin Ollie. Ronald Murray / Flip Murray. 2003 conditional round pick(s) (first round if Bucks own 2 first round picks on draft day, else 2 second round picks) (#14-Luke Ridnour)",. Gary Payton. Desmond Mason,trade with Bucks
2003-06-26,Thunder,. Luke Ridnour,,2003 NBA draft first round pick (#14 overall)
2003-06-26,Thunder,. Nick Collison,,2003 NBA draft first round pick (#12 overall)
2003-06-26,Thunder,. Willie Green,,2003 NBA draft second round pick (#41 overall)
2003-06-26,Thunder,. rights to Paccelis Morlende. cash,. rights to Willie Green,trade with 76ers
2003-07-01,Thunder,. Brian James,,hired as scout (date approximate)
2003-07-07,Thunder,. Nick Collison,,"signed first round pick to a 3-year, $5.1M contract with a fourth year, $2.5M team option"
2003-07-09,Thunder,. Luke Ridnour,,"signed first round pick to a 3-year, $4.6M contract with a fourth year, $2.4M team option"
2003-07-17,Thunder,,. Kevin Ollie,lost free agent (to Cavaliers)
2003-07-19,Thunder,. Antonio Daniels,,"signed free agent (from Spurs) to a 3-year, reported $9M contract"
2003-07-26,Thunder,,. Elden Campbell,lost free agent (to Pistons)
2003-09-18,Thunder,. Jack Sikma,,hired as special assignments coach
2003-09-24,Thunder,. Galen Young,,signed free agent
2003-09-24,Thunder,. Jason Hart,,signed free agent (from Spurs)
2003-09-24,Thunder,. Matt Barnes,,signed free agent
2003-09-24,Thunder,. Mikki Moore,,signed free agent
2003-09-24,Thunder,. Richie Frahm,,signed free agent
2003-09-24,Thunder,. Sam Hoskin,,signed free agent
2003-09-26,Thunder,. Reggie Evans,,"re-signed to a 2-year, $1.5M contract"
2003-09-28,Thunder,. Predrag Drobnjak / Peja Drobnjak,,"re-signed to a 4-year, $12M contract"
2003-09-28,Thunder,. second round pick (2004 #35-Andre Emmett),. Predrag Drobnjak / Peja Drobnjak,trade with Clippers
2003-09-30,Thunder,,. Joseph Forte,waived
2003-10-13,Thunder,,. Matt Barnes,waived
2003-10-13,Thunder,,. Sam Hoskin,waived
2003-10-21,Thunder,,. Galen Young,waived
2003-10-21,Thunder,,. Mikki Moore,waived
2003-10-22,Thunder,. Vladimir Radmanovic,,team exercised contract option through 2004-05
2003-10-23,Thunder,,. Jason Hart,waived
2004-04-02,Thunder,. Leon Smith,,signed free agent to a 10-day contract
2004-04-07,Thunder,. Leon Smith,,signed free agent to a 10-day contract (SN)
2004-06-22,Thunder,,. Richie Frahm,lost in 2004 NBA expansion draft (to Bobcats)
2004-06-24,Thunder,. Robert Swift,,2004 NBA draft first round pick (#12 overall)
2004-06-24,Thunder,. Andre Emmett,,2004 NBA draft second round pick (#35 overall)
2004-06-24,Thunder,. David Young,,2004 NBA draft second round pick (#41 overall)
2004-06-24,Thunder,. 2005 second round pick (#48-Mickael Gelabale). cash considerations,. rights to Andre Emmett,trade with Grizzlies
2004-07-01,Thunder,,. Ansu Sesay,became a free agent
2004-07-01,Thunder,,. Brent Barry,player became a free agent
2004-07-01,Thunder,,. Leon Smith,became a free agent
2004-07-01,Thunder,. Jack Sikma,,promoted to assistant coach
2004-07-14,Thunder,. Robert Swift,,"signed first round pick to a 3-year, $5.3M contract with a fourth year, $2.6M team option"
2004-07-26,Thunder,. Danny Fortson,. Calvin Booth,trade with Mavericks
2004-09-01,Thunder,. David Young,,"signed second round pick to a 1-year, $350K contract"
2004-09-22,Thunder,Ibrahim Kutluay / Ibo Kutluay,,"signed free agent to a 2-year, $3.6M contract"
2004-10-04,Thunder,. Carl English,,signed free agent
2004-10-04,Thunder,. Damien Wilkins,,signed free agent
2004-10-04,Thunder,. Galen Young,,signed free agent
2004-10-04,Thunder,. Leon Smith,,signed free agent
2004-10-04,Thunder,. Mateen Cleaves,,signed free agent
2004-10-07,Thunder,,. Leon Smith,waived
2004-10-15,Thunder,,. Carl English,waived
2004-10-15,Thunder,,. David Young,waived
2004-10-28,Thunder,,. Galen Young,waived
2004-10-28,Thunder,,. Mateen Cleaves,waived
2004-11-05,Thunder,. Mateen Cleaves,,signed free agent
2005-01-31,Thunder,,Ibrahim Kutluay (SN) / Ibo Kutluay,waived
2005-06-22,Thunder,. Rick Sund,,signed as GM to a 3-year contract extension
2005-06-28,Thunder,. Johan Petro,,2005 NBA draft first round pick (#25 overall)
2005-06-28,Thunder,. Lawrence Roberts,,2005 NBA draft second round pick (#55 overall)
2005-06-28,Thunder,. Mickael Gelabale,,2005 NBA draft second round pick (#48 overall)
2005-06-28,Thunder,. 2006 second round pick (#53-Yotam Halperin). 2007 second round pick (#31-Carl Landry). cash considerations,. rights to Lawrence Roberts,trade with Grizzlies
2005-06-30,Thunder,,. Antonio Daniels,"player declined to exercise contract option, making him a free agent"
